week_start,iso_year,iso_week,week_index,state,district,rainfall_mm,turbidity_NTU,sanitation_index,temp_C,DO_mg_L,pH,conductivity_uS_cm,BOD_mg_L,nitrate_mg_L,fecal_coliform_MPN_100mL,total_coliform_MPN_100mL,cases_week,outbreak_label
17-05-2021,2021,20,2021-W20,Meghalaya,Ri-Bhoi,2.1,2.04,0.44,14.1,3.35,7.83,177.1,1.82,4.49,592,1599,20,High
17-05-2021,2021,20,2021-W20,Meghalaya,South West Garo Hills,1,2.83,0.36,17.3,8.58,8.24,204,1.02,0.35,282,1582,0,Low
17-05-2021,2021,20,2021-W20,Manipur,Imphal West,3.2,1.23,0.46,24.6,7.29,7.4,406.8,3.88,1.01,13,67,10,Medium
17-05-2021,2021,20,2021-W20,Manipur,Imphal East,5.9,1.23,0.62,23.5,7.31,7.47,262.1,3.92,0.7,19,69,2,Medium
17-05-2021,2021,20,2021-W20,Manipur,Churachandpur,6.5,0.73,0.42,18.6,7.69,7.78,355.3,3.35,1.14,28,79,4,Medium
17-05-2021,2021,20,2021-W20,Manipur,Thoubal,5.3,0.5,0.42,26.8,6.51,7.78,392.7,3.88,1.49,30,81,5,Medium
17-05-2021,2021,20,2021-W20,Mizoram,Aizawl,4.7,2.34,0.29,20.2,3.94,7.28,57.4,1.38,0.36,749,697,43,High
17-05-2021,2021,20,2021-W20,Mizoram,Lunglei,3.9,0.64,0.72,21.8,3.07,6.42,257.1,1.17,0.38,1243,1505,24,High
17-05-2021,2021,20,2021-W20,Mizoram,Kolasib,11.4,1.67,0.81,22.7,4.76,6.64,263.8,1.33,0.78,1540,1647,18,High
17-05-2021,2021,20,2021-W20,Mizoram,Serchhip,6.5,2.69,0.7,23.3,3.02,6.57,255.2,1.19,0.8,744,1355,23,High
17-05-2021,2021,20,2021-W20,Nagaland,Kohima,11,1.4,0.53,29.6,5.47,6.56,228.6,1.66,0.71,823,1197,5,Medium
17-05-2021,2021,20,2021-W20,Nagaland,Dimapur,7,1.74,0.56,25.8,5.55,6.86,159.5,2.28,2.44,386,905,0,Low
17-05-2021,2021,20,2021-W20,Nagaland,Mokokchung,2.1,1.67,0.7,22.2,5.41,7.71,231.2,1.69,1.33,443,881,0,Low
17-05-2021,2021,20,2021-W20,Nagaland,Wokha,1.7,2.31,0.81,29.9,5.41,7.54,221.1,2.38,2.02,475,940,0,Low
17-05-2021,2021,20,2021-W20,Tripura,West Tripura,3.8,1.46,0.6,29.8,4.14,7.52,137.3,1.29,0.66,33,210,0,Low
17-05-2021,2021,20,2021-W20,Tripura,North Tripura,0.5,0.94,0.59,20.3,4.73,6.84,129.5,2.04,0.65,33,223,0,Low
17-05-2021,2021,20,2021-W20,Tripura,South Tripura,0.4,1.21,0.57,21.8,4.32,7.53,211.7,1.35,0.87,32,256,0,Low
17-05-2021,2021,20,2021-W20,Tripura,Sepahijala,2.3,1.52,0.2,25.3,4.15,6.67,199.2,1.46,0.56,34,228,0,Low
17-05-2021,2021,20,2021-W20,Sikkim,East Sikkim,5.5,1.1,0.54,8.2,8.37,6.87,99.6,1.88,0.26,22,131,1,Low
17-05-2021,2021,20,2021-W20,Sikkim,North Sikkim,1,0.62,0.39,5.4,8.58,6.77,48.3,1.77,0.28,26,134,0,Low
17-05-2021,2021,20,2021-W20,Sikkim,West Sikkim,0.6,1.95,0.8,10.4,7.96,7.06,94.4,1.78,0.21,26,68,0,Low
17-05-2021,2021,20,2021-W20,Sikkim,South Sikkim,0.9,2.88,0.7,2.5,8.42,7.14,53.1,1.83,0.36,36,181,0,Low
17-05-2021,2021,20,2021-W20,Arunachal Pradesh,Papum Pare,18.2,0.5,0.55,29.2,5.03,7.04,93.1,1.27,1.13,802,986,3,Medium
17-05-2021,2021,20,2021-W20,Arunachal Pradesh,East Kameng,13.7,2.56,0.65,33,6.96,7.81,105.6,2.83,0.23,1035,3405,5,Medium
17-05-2021,2021,20,2021-W20,Arunachal Pradesh,West Siang,1.7,1.2,0.58,33.3,6.53,6.6,84.4,1.63,0.82,1223,1233,6,Medium
17-05-2021,2021,20,2021-W20,Arunachal Pradesh,Tawang,2,3.78,0.74,21.1,4.14,6.68,162.6,3.47,3.18,1373,1726,18,High
24-05-2021,2021,21,2021-W21,Assam,Kamrup Metro,11.5,6.07,0.84,21.4,6.05,8.45,363.1,18.81,1.18,868,3125,37,High
24-05-2021,2021,21,2021-W21,Assam,Dibrugarh,5.2,6.71,0.37,27.5,4.29,7.89,400.9,25.59,3.03,1496,2281,24,High
24-05-2021,2021,21,2021-W21,Assam,Jorhat,3.2,7.76,0.87,22,2.3,6.78,339.3,19.59,1.38,1774,3109,16,High
24-05-2021,2021,21,2021-W21,Assam,Nagaon,0.5,2.15,0.73,27.4,7.31,7.34,427.5,7.16,1.14,1283,2562,18,High
24-05-2021,2021,21,2021-W21,Meghalaya,East Khasi Hills,1.2,3.8,0.59,18.6,6.06,6.84,50,3.81,2.57,445,1621,8,Medium
24-05-2021,2021,21,2021-W21,Meghalaya,West Khasi Hills,1,2.38,0.47,17.8,8.56,7.47,136.4,2.74,3.61,267,1542,0,Low
24-05-2021,2021,21,2021-W21,Meghalaya,Ri-Bhoi,6.4,2.59,0.48,19.9,7.01,8.47,102.5,2.16,1.43,339,1024,0,Low
24-05-2021,2021,21,2021-W21,Meghalaya,South West Garo Hills,16.3,2.18,0.65,17.8,6.22,8.17,114.9,1.85,3.83,355,1435,0,Low
24-05-2021,2021,21,2021-W21,Manipur,Imphal West,3.2,2.04,0.4,22.2,7.66,7.14,322,3.61,0.31,21,97,13,Medium
24-05-2021,2021,21,2021-W21,Manipur,Imphal East,8.9,0.5,0.5,18.2,7.22,7.45,478.3,3.22,1.49,24,114,8,Medium
24-05-2021,2021,21,2021-W21,Manipur,Churachandpur,7.1,0.96,0.43,22,6.91,7.37,257.7,3.89,1.22,26,78,3,Medium
24-05-2021,2021,21,2021-W21,Manipur,Thoubal,0.3,0.5,0.7,19,6.38,7.57,141.9,3.72,0.19,25,70,5,Medium
24-05-2021,2021,21,2021-W21,Mizoram,Aizawl,3.2,2.22,0.46,23.3,3.53,5.8,39.4,1.44,0.79,885,638,32,High
24-05-2021,2021,21,2021-W21,Mizoram,Lunglei,4,1.75,0.57,30.2,3.64,6.81,44.5,1.14,0.78,1687,1668,25,High
24-05-2021,2021,21,2021-W21,Mizoram,Kolasib,3.4,1.13,0.66,24.2,3.39,7.51,49.4,1.28,0.49,1554,1505,22,High
24-05-2021,2021,21,2021-W21,Mizoram,Serchhip,5.6,1.61,0.54,20.9,2.99,7.06,257.7,1.38,0.43,638,469,24,High
24-05-2021,2021,21,2021-W21,Nagaland,Kohima,2.3,1.56,0.62,24.6,5.59,7.74,122.2,2.15,0.91,354,681,0,Low
24-05-2021,2021,21,2021-W21,Nagaland,Dimapur,4.1,0.5,0.75,22.7,5.68,7.4,195.5,1.38,0.92,605,936,7,Medium
24-05-2021,2021,21,2021-W21,Nagaland,Mokokchung,3.4,2.19,0.62,27.7,5.41,6.56,110.5,2.44,0.51,454,967,0,Low
24-05-2021,2021,21,2021-W21,Nagaland,Wokha,0.7,2.64,0.53,26.2,5.62,6.53,219.4,1.67,0.34,735,989,7,Medium
24-05-2021,2021,21,2021-W21,Tripura,West Tripura,2.9,0.65,0.45,29.6,4.58,7.25,193.8,1.22,0.63,30,222,0,Low
24-05-2021,2021,21,2021-W21,Tripura,North Tripura,2.3,0.5,0.47,23.1,4.23,7.26,149.3,1.75,0.56,36,190,0,Low
24-05-2021,2021,21,2021-W21,Tripura,South Tripura,2.1,0.58,0.55,21.1,4.65,7.64,197.5,1.52,0.71,36,287,0,Low
24-05-2021,2021,21,2021-W21,Tripura,Sepahijala,18.7,2.3,0.39,26.5,5.25,7.66,217.1,1.49,0.78,33,244,0,Low
24-05-2021,2021,21,2021-W21,Sikkim,East Sikkim,7.6,0.5,0.44,12.6,8.21,7.25,30.6,1.89,0.33,44,105,0,Low
24-05-2021,2021,21,2021-W21,Sikkim,North Sikkim,1.2,0.5,0.64,8.3,8.27,6.78,122.5,1.81,0.28,23,124,0,Low
24-05-2021,2021,21,2021-W21,Sikkim,West Sikkim,6,3.23,0.63,10,7.9,7.04,43.1,1.87,0.25,19,120,0,Low
24-05-2021,2021,21,2021-W21,Sikkim,South Sikkim,9.9,1.39,0.62,4.2,8.24,7.29,55.7,1.79,0.29,22,74,0,Low
24-05-2021,2021,21,2021-W21,Arunachal Pradesh,Papum Pare,2.8,3.16,0.53,22.6,4.42,7,246.4,3.72,1.86,694,1732,31,High
24-05-2021,2021,21,2021-W21,Arunachal Pradesh,East Kameng,8.6,3.61,0.27,19.4,5.38,7.77,199.6,2.98,3.55,1595,2317,3,Medium
24-05-2021,2021,21,2021-W21,Arunachal Pradesh,West Siang,2.1,1.96,0.66,33.8,6.38,6.95,146.3,3.49,2.53,788,3248,20,High
24-05-2021,2021,21,2021-W21,Arunachal Pradesh,Tawang,1.9,2.49,0.85,21.5,6.96,7.73,218.2,1.53,3.08,1404,1522,3,Medium
31-05-2021,2021,22,2021-W22,Assam,Kamrup Metro,4.9,5.83,0.3,24.5,1.75,8.14,370.5,24.26,1.91,941,1811,39,High
31-05-2021,2021,22,2021-W22,Assam,Dibrugarh,2.6,6.08,0.95,37.4,4.73,6.97,377.4,20.19,1.76,1436,3047,18,High
31-05-2021,2021,22,2021-W22,Assam,Jorhat,1.2,3.44,0.48,22.5,0.64,7.5,265.3,4.02,4.64,2307,1964,19,High
31-05-2021,2021,22,2021-W22,Assam,Nagaon,0.5,1.78,0.76,20.7,5.94,8.31,341.8,5.6,1.07,1568,2108,18,High
31-05-2021,2021,22,2021-W22,Meghalaya,East Khasi Hills,5.1,1.17,0.68,12.1,6.38,6.83,42.5,2.07,2.26,61,736,0,Low
31-05-2021,2021,22,2021-W22,Meghalaya,West Khasi Hills,1.1,3.34,0.9,19.7,4.14,6.63,152.1,2.37,3.54,409,1553,0,Low
31-05-2021,2021,22,2021-W22,Meghalaya,Ri-Bhoi,3.7,1.62,0.72,19.1,8.15,8.55,147.7,2.51,2.17,401,749,0,Low
31-05-2021,2021,22,2021-W22,Meghalaya,South West Garo Hills,4.9,2.66,0.45,16,8.04,7.72,155.2,2.54,4.54,237,491,0,Low
31-05-2021,2021,22,2021-W22,Manipur,Imphal West,10.1,2.91,0.7,18.9,7.26,7.5,505,3.35,0.39,11,56,9,Medium
31-05-2021,2021,22,2021-W22,Manipur,Imphal East,5.2,2.24,0.76,20.3,6.12,7.2,386.4,4.08,1,25,72,3,Medium
31-05-2021,2021,22,2021-W22,Manipur,Churachandpur,3.6,1.16,0.73,19.5,7.28,7.6,396.8,3.18,0.87,16,87,2,Medium
31-05-2021,2021,22,2021-W22,Manipur,Thoubal,5.2,2.33,0.74,19.6,7.71,7.05,458.2,4,1.08,11,88,6,Medium
31-05-2021,2021,22,2021-W22,Mizoram,Aizawl,5.6,0.85,0.95,25.5,2.87,6.43,262.9,1.03,0.43,870,1266,48,High
31-05-2021,2021,22,2021-W22,Mizoram,Lunglei,7.1,1.5,0.56,23.9,4.94,7.51,302.8,1.4,0.42,1289,460,24,High
31-05-2021,2021,22,2021-W22,Mizoram,Kolasib,1,3.41,0.9,26.3,2.85,6.36,221.7,1.56,0.73,2887,932,24,High
31-05-2021,2021,22,2021-W22,Mizoram,Serchhip,4.9,1.69,0.64,20.5,3.15,6.3,258.6,1.29,0.51,1680,1573,24,High
31-05-2021,2021,22,2021-W22,Nagaland,Kohima,2.1,2.19,0.55,35.1,5.68,7.6,120.9,1.11,1.54,448,1084,0,Low
31-05-2021,2021,22,2021-W22,Nagaland,Dimapur,2.9,2.03,0.67,27.7,5.53,7.6,182.4,2.69,0.65,646,1524,7,Medium
31-05-2021,2021,22,2021-W22,Nagaland,Mokokchung,0.8,2.72,0.62,33.4,5.44,6.92,136.7,2.65,0.8,590,1374,7,Medium
31-05-2021,2021,22,2021-W22,Nagaland,Wokha,1.2,2.78,0.53,28.5,5.66,7.47,100,2.39,4.3,425,1095,0,Low
31-05-2021,2021,22,2021-W22,Tripura,West Tripura,3.1,0.5,0.86,20.1,4.66,6.56,152.9,1.65,0.51,35,239,0,Low
31-05-2021,2021,22,2021-W22,Tripura,North Tripura,1.9,0.5,0.67,24,4.28,6.98,132.2,2.05,0.84,35,250,0,Low
31-05-2021,2021,22,2021-W22,Tripura,South Tripura,0.8,0.82,0.5,25.8,4.76,7.4,134.1,1.61,0.63,33,237,0,Low
31-05-2021,2021,22,2021-W22,Tripura,Sepahijala,8.7,1.4,0.44,30.6,4.5,7.04,191.6,1.54,0.83,30,241,0,Low
31-05-2021,2021,22,2021-W22,Sikkim,East Sikkim,2.5,1.98,0.56,4.5,7.93,7.22,40.8,1.86,0.3,35,131,0,Low
31-05-2021,2021,22,2021-W22,Sikkim,North Sikkim,3.7,0.97,0.44,11.7,8.45,6.92,81.1,1.8,0.35,37,153,0,Low
31-05-2021,2021,22,2021-W22,Sikkim,West Sikkim,2.1,0.5,0.2,5.4,8.19,7.27,49.6,1.75,0.09,26,87,0,Low
31-05-2021,2021,22,2021-W22,Sikkim,South Sikkim,9,0.94,0.67,13,8.38,6.99,80.7,1.85,0.06,29,104,0,Low
31-05-2021,2021,22,2021-W22,Arunachal Pradesh,Papum Pare,5.2,1.85,0.6,25.4,5.23,7.91,283.4,1.58,3.81,1125,3949,12,Medium
31-05-2021,2021,22,2021-W22,Arunachal Pradesh,East Kameng,5,2.19,0.63,29.8,4.35,7.71,145.7,2,1.29,1273,2656,17,High
31-05-2021,2021,22,2021-W22,Arunachal Pradesh,West Siang,5,1.88,0.68,29.6,4.5,7.63,150,3.11,0.74,1377,1275,23,High
31-05-2021,2021,22,2021-W22,Arunachal Pradesh,Tawang,2.3,0.98,0.83,31.2,4.05,6.99,235.1,2.63,0.96,718,2219,27,High
07-06-2021,2021,23,2021-W23,Assam,Kamrup Metro,41.7,8.41,0.95,23.1,7.67,6.54,146.6,23.76,2.06,1393,3595,46,High
07-06-2021,2021,23,2021-W23,Assam,Dibrugarh,17,4.8,0.46,28.6,1.93,6.82,232.3,24.39,4.42,1440,1406,22,High
07-06-2021,2021,23,2021-W23,Assam,Jorhat,33.3,7.79,0.64,20.1,0.38,6.94,122.6,19.05,0.82,1303,1787,22,High
07-06-2021,2021,23,2021-W23,Assam,Nagaon,27.9,5.94,0.67,24,3.16,8,354.9,8.4,1.83,1493,2482,25,High
07-06-2021,2021,23,2021-W23,Meghalaya,East Khasi Hills,20.2,2.62,0.64,13,7.38,8.41,117.7,3.36,4.12,487,1188,10,Medium
07-06-2021,2021,23,2021-W23,Meghalaya,West Khasi Hills,32,1.47,0.75,14.8,4.4,7.86,73.9,3.71,1.65,351,1468,7,Medium
07-06-2021,2021,23,2021-W23,Meghalaya,Ri-Bhoi,113.4,2.83,0.47,13.9,5.48,7.38,65,1.08,4.69,171,781,0,Low
07-06-2021,2021,23,2021-W23,Meghalaya,South West Garo Hills,74.4,1.39,0.56,13.9,6.36,6.94,63.4,2,2.69,450,1914,0,Low
07-06-2021,2021,23,2021-W23,Manipur,Imphal West,55.4,0.77,0.56,20.1,7.23,7.46,347.2,3.85,0.1,15,106,7,Medium
07-06-2021,2021,23,2021-W23,Manipur,Imphal East,5.2,1.75,0.62,19.4,6.66,7.1,475.8,3.02,1,24,54,9,Medium
07-06-2021,2021,23,2021-W23,Manipur,Churachandpur,31.8,1.35,0.6,20.4,6.01,7.18,166.8,3.4,0.6,22,86,4,Medium
07-06-2021,2021,23,2021-W23,Manipur,Thoubal,140.9,0.5,0.88,25.3,6.36,7.17,188.1,3.12,0.61,19,92,4,Medium
07-06-2021,2021,23,2021-W23,Mizoram,Aizawl,68.2,2.37,0.58,29.4,4.55,6,158,1.11,0.35,1399,1411,40,High
07-06-2021,2021,23,2021-W23,Mizoram,Lunglei,177.6,2.71,0.64,25.1,3.25,7.73,163,1.66,0.68,897,672,29,High
07-06-2021,2021,23,2021-W23,Mizoram,Kolasib,76.8,4.93,0.66,27.6,3.7,6.38,49.7,1.16,0.68,1786,1190,31,High
07-06-2021,2021,23,2021-W23,Mizoram,Serchhip,38.2,2.59,0.59,25.4,4.02,5.7,254.9,1.49,0.49,1114,1633,28,High
07-06-2021,2021,23,2021-W23,Nagaland,Kohima,27.7,1.55,0.58,29.4,5.51,7.73,162.8,1.4,3.56,856,943,8,Medium
07-06-2021,2021,23,2021-W23,Nagaland,Dimapur,240.4,2.32,0.54,35.6,5.51,7.81,226.8,2.48,3.76,374,888,0,Low
07-06-2021,2021,23,2021-W23,Nagaland,Mokokchung,15.6,0.62,0.48,26.4,5.68,7.67,222.5,1.25,1.59,258,728,0,Low
07-06-2021,2021,23,2021-W23,Nagaland,Wokha,39.6,1.46,0.61,30,5.67,7.16,164.9,1.27,2.38,631,1004,5,Medium
07-06-2021,2021,23,2021-W23,Tripura,West Tripura,92.9,3.28,0.53,26.9,4.34,7.48,143.2,2.08,0.82,32,251,0,Low
07-06-2021,2021,23,2021-W23,Tripura,North Tripura,40.3,1.97,0.86,23.9,4.2,6.79,171.3,1.86,0.76,32,231,0,Low
07-06-2021,2021,23,2021-W23,Tripura,South Tripura,25.4,1.21,0.47,29.9,5.24,6.52,190.4,2.02,0.89,34,286,0,Low
07-06-2021,2021,23,2021-W23,Tripura,Sepahijala,78.9,0.5,0.55,29.6,4.72,6.54,135.6,1.6,0.55,32,174,0,Low
07-06-2021,2021,23,2021-W23,Sikkim,East Sikkim,87,2.03,0.41,7.9,7.97,7.22,45.2,1.82,0.13,24,130,0,Low
07-06-2021,2021,23,2021-W23,Sikkim,North Sikkim,30.4,0.5,0.77,6.5,8.21,7.24,46.8,1.79,0.06,29,111,0,Low
07-06-2021,2021,23,2021-W23,Sikkim,West Sikkim,41.7,0.5,0.53,9.7,7.93,7.13,61.7,1.72,0.4,23,63,0,Low
07-06-2021,2021,23,2021-W23,Sikkim,South Sikkim,113,2.06,0.73,12.6,7.95,7.05,75.2,1.71,0.27,26,91,0,Low
07-06-2021,2021,23,2021-W23,Arunachal Pradesh,Papum Pare,18.9,1.36,0.77,32.3,7.96,7.14,126.8,3.26,3.88,679,1358,37,High
07-06-2021,2021,23,2021-W23,Arunachal Pradesh,East Kameng,14.6,1.5,0.39,30.5,7.91,6.4,214.4,2.39,0.97,1243,1995,13,Medium
07-06-2021,2021,23,2021-W23,Arunachal Pradesh,West Siang,21.8,3.8,0.67,28.9,5.61,7.6,222.5,1.56,2.76,1642,1886,5,Medium
07-06-2021,2021,23,2021-W23,Arunachal Pradesh,Tawang,82.3,3.31,0.83,22.6,5.3,8,294.6,3.25,2.19,1306,2560,29,High
14-06-2021,2021,24,2021-W24,Assam,Kamrup Metro,20.1,4.33,0.57,30.2,7.33,8.22,449.3,17.44,2.9,1608,2607,33,High
14-06-2021,2021,24,2021-W24,Assam,Dibrugarh,1.9,2.88,0.56,21.4,0.62,6.51,129.1,12.51,4.16,805,1537,26,High
14-06-2021,2021,24,2021-W24,Assam,Jorhat,56.9,7.8,0.62,22,3.26,7.39,377.4,22.12,1.87,1703,2856,13,High
14-06-2021,2021,24,2021-W24,Assam,Nagaon,148.7,6.02,0.74,29.1,6.87,6.91,398.1,14.07,3.59,1564,2122,40,High
14-06-2021,2021,24,2021-W24,Meghalaya,East Khasi Hills,58.9,3.64,0.27,15.7,7.17,6.81,108,3.4,2.13,366,1436,9,Medium
14-06-2021,2021,24,2021-W24,Meghalaya,West Khasi Hills,63.1,0.5,0.54,15.3,6.51,7.87,139.4,2.45,0.95,185,1357,0,Low
14-06-2021,2021,24,2021-W24,Meghalaya,Ri-Bhoi,28.1,1.17,0.52,17.5,7.01,8.15,154.3,1.88,0.35,260,923,0,Low
14-06-2021,2021,24,2021-W24,Meghalaya,South West Garo Hills,57.2,2.44,0.85,19.8,5.5,6.76,94.6,3.57,1.38,242,1556,7,Medium
14-06-2021,2021,24,2021-W24,Manipur,Imphal West,22.9,2.46,0.8,24.2,6.99,7.47,182.6,3.79,0.44,19,55,11,Medium
14-06-2021,2021,24,2021-W24,Manipur,Imphal East,102,3.23,0.53,28,6.09,7.05,283.2,3.71,0.94,22,81,4,Medium
14-06-2021,2021,24,2021-W24,Manipur,Churachandpur,96.6,1.65,0.67,21.1,6.66,7.09,500.2,2.99,0.83,23,62,0,Low
14-06-2021,2021,24,2021-W24,Manipur,Thoubal,41.1,0.85,0.68,19.1,6.98,7.72,424.5,4.04,1.43,20,102,8,Medium
14-06-2021,2021,24,2021-W24,Mizoram,Aizawl,25.4,1.67,0.54,21.2,3.17,7.69,200.8,1.03,0.34,1091,1651,38,High
14-06-2021,2021,24,2021-W24,Mizoram,Lunglei,38.7,3.51,0.65,31.3,4.33,6.58,97.9,1.2,0.3,1173,1469,21,High
14-06-2021,2021,24,2021-W24,Mizoram,Kolasib,16.7,0.77,0.59,25.8,3.15,6.27,108.2,1.47,0.64,1420,719,23,High
14-06-2021,2021,24,2021-W24,Mizoram,Serchhip,84.3,3.12,0.33,25.9,3.73,6.88,239,1.44,0.41,1791,829,28,High
14-06-2021,2021,24,2021-W24,Nagaland,Kohima,90.4,1.05,0.74,25.3,5.61,7.65,177.8,1.45,6.61,566,665,11,Medium
14-06-2021,2021,24,2021-W24,Nagaland,Dimapur,103.6,3.31,0.43,27.7,5.52,7.83,130.6,1.49,5.15,804,566,10,Medium
14-06-2021,2021,24,2021-W24,Nagaland,Mokokchung,0.6,2.59,0.78,27,5.46,6.91,193.9,2.37,1.71,432,1769,0,Low
14-06-2021,2021,24,2021-W24,Nagaland,Wokha,6.7,2.09,0.54,30.2,5.64,7.43,117.2,1.41,2.54,388,1158,0,Low
14-06-2021,2021,24,2021-W24,Tripura,West Tripura,9,2.47,0.63,28.5,4.3,6.52,185.1,1.63,0.78,33,217,0,Low
14-06-2021,2021,24,2021-W24,Tripura,North Tripura,127.3,0.5,0.52,29.4,5.21,6.59,148.3,1.79,0.67,30,295,0,Low
14-06-2021,2021,24,2021-W24,Tripura,South Tripura,52.5,0.67,0.59,29.3,4.8,7.26,190,1.74,0.9,35,209,0,Low
14-06-2021,2021,24,2021-W24,Tripura,Sepahijala,143.5,1.31,0.66,27.6,4.93,7.65,127.8,2.03,0.78,33,283,0,Low
14-06-2021,2021,24,2021-W24,Sikkim,East Sikkim,35.1,1.54,0.72,3.5,8.23,7.38,53.2,1.82,0.12,18,69,0,Low
14-06-2021,2021,24,2021-W24,Sikkim,North Sikkim,103.1,0.5,0.43,6.2,8.08,6.89,79.9,1.75,0.04,16,139,0,Low
14-06-2021,2021,24,2021-W24,Sikkim,West Sikkim,13.2,1.63,0.42,7,8.3,7.3,75.4,1.75,0.05,11,150,0,Low
14-06-2021,2021,24,2021-W24,Sikkim,South Sikkim,12.1,1.52,0.69,2.9,7.93,7.08,85.1,1.81,0.23,37,107,0,Low
14-06-2021,2021,24,2021-W24,Arunachal Pradesh,Papum Pare,13.8,0.5,0.6,25.6,7.45,6.62,170.1,1.95,0.96,267,1388,0,Low
14-06-2021,2021,24,2021-W24,Arunachal Pradesh,East Kameng,78.3,2.84,0.32,29.7,4.9,7.29,246.8,3.31,1.4,1186,2314,23,High
14-06-2021,2021,24,2021-W24,Arunachal Pradesh,West Siang,55.2,0.99,0.64,24.3,4.3,6.64,217.9,1.68,0.98,637,1707,29,High
14-06-2021,2021,24,2021-W24,Arunachal Pradesh,Tawang,42.8,2.18,0.34,26.4,5.45,8.17,85.8,3.02,0.23,1344,2073,38,High
21-06-2021,2021,25,2021-W25,Assam,Kamrup Metro,39,9.83,0.82,30.6,6.7,7.35,127.4,21.3,5.79,1862,3012,41,High
21-06-2021,2021,25,2021-W25,Assam,Dibrugarh,38.5,5.1,0.84,33.5,2.93,7.15,459.2,10.4,0.97,1244,2659,24,High
21-06-2021,2021,25,2021-W25,Assam,Jorhat,39.3,3.76,0.49,31.3,6.52,7.65,238.4,22.8,0.65,1380,726,25,High
21-06-2021,2021,25,2021-W25,Assam,Nagaon,12.7,3.88,0.62,23.7,5.88,7.84,188.9,5.48,0.79,1428,1785,23,High
21-06-2021,2021,25,2021-W25,Meghalaya,East Khasi Hills,28.4,2.16,0.5,13.7,5.78,6.86,138.1,3.6,2.58,595,635,40,High
21-06-2021,2021,25,2021-W25,Meghalaya,West Khasi Hills,10.6,0.81,0.86,13.4,3.43,7.68,176,1.78,4.91,244,1139,0,Low
21-06-2021,2021,25,2021-W25,Meghalaya,Ri-Bhoi,10.1,1.25,0.61,18.9,3.86,8.15,149.6,1.75,0.33,241,1336,0,Low
21-06-2021,2021,25,2021-W25,Meghalaya,South West Garo Hills,14.3,1.56,0.48,20.3,7.01,7.47,123.8,2.69,0.85,267,1458,0,Low
21-06-2021,2021,25,2021-W25,Manipur,Imphal West,160.1,2.65,0.4,27.4,6.7,7.19,458.2,3.54,0.28,36,100,13,Medium
21-06-2021,2021,25,2021-W25,Manipur,Imphal East,40.4,1.29,0.42,20.8,7.28,7.43,525.6,3.13,0.18,13,39,9,Medium
21-06-2021,2021,25,2021-W25,Manipur,Churachandpur,20.3,3.15,0.54,23.6,7.35,7.5,379.4,3.4,1.06,16,89,10,Medium
21-06-2021,2021,25,2021-W25,Manipur,Thoubal,214.8,1.72,0.58,25.9,7.19,7.41,225,2.97,0.77,31,83,0,Low
21-06-2021,2021,25,2021-W25,Mizoram,Aizawl,90.3,0.5,0.56,25.4,3.73,7.96,243.1,1.42,0.43,1699,1639,63,High
21-06-2021,2021,25,2021-W25,Mizoram,Lunglei,20.2,1.44,0.6,20.1,3.11,5.87,181.6,1.16,0.54,1134,1027,23,High
21-06-2021,2021,25,2021-W25,Mizoram,Kolasib,151,3.1,0.45,19.7,3.82,7.8,118,1.43,0.56,1066,1331,43,High
21-06-2021,2021,25,2021-W25,Mizoram,Serchhip,30.6,2.85,0.78,24.6,4.17,6.36,291.2,1.52,0.51,1275,1073,21,High
21-06-2021,2021,25,2021-W25,Nagaland,Kohima,25.2,1.75,0.59,32,5.48,6.86,197.8,1.23,2.07,386,1798,0,Low
21-06-2021,2021,25,2021-W25,Nagaland,Dimapur,21.5,1.02,0.38,27.4,5.57,6.68,148,2.4,6.85,594,245,10,Medium
21-06-2021,2021,25,2021-W25,Nagaland,Mokokchung,12.2,1.94,0.71,35.9,5.47,6.6,106.4,2.03,3.98,428,1259,0,Low
21-06-2021,2021,25,2021-W25,Nagaland,Wokha,44.4,2.07,0.81,23.2,5.52,7.2,193,1.02,1.8,534,1253,9,Medium
21-06-2021,2021,25,2021-W25,Tripura,West Tripura,66.4,1.74,0.8,26,5.35,6.73,215.5,2.11,0.78,36,283,0,Low
21-06-2021,2021,25,2021-W25,Tripura,North Tripura,34.4,1.46,0.59,27.5,4.71,6.86,174.2,1.52,0.65,33,221,0,Low
21-06-2021,2021,25,2021-W25,Tripura,South Tripura,0.3,1.73,0.73,21.8,5.11,6.67,192.9,1.63,0.72,30,289,0,Low
21-06-2021,2021,25,2021-W25,Tripura,Sepahijala,18.3,1.89,0.73,22.3,5.4,7.06,158.4,1.53,0.72,37,276,0,Low
21-06-2021,2021,25,2021-W25,Sikkim,East Sikkim,14.1,1.03,0.62,12.1,8.52,7,53.9,1.76,0.3,25,54,0,Low
21-06-2021,2021,25,2021-W25,Sikkim,North Sikkim,14.1,2.2,0.49,4.1,7.92,6.8,105,1.71,0.28,28,53,0,Low
21-06-2021,2021,25,2021-W25,Sikkim,West Sikkim,19.7,0.5,0.49,6.9,8.32,6.77,35.7,1.88,0.17,34,119,0,Low
21-06-2021,2021,25,2021-W25,Sikkim,South Sikkim,15.3,1.93,0.95,5.9,8.46,6.83,109.6,1.74,0.27,18,97,0,Low
